Trade Date,Futures,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Open Interest
08/22/2012,J (Apr 13),28.15,28.15,27.80,28.15,28.10,0.20,544,0,1668
08/23/2012,J (Apr 13),28.10,28.50,28.10,28.50,28.40,0.30,323,0,1916
08/24/2012,J (Apr 13),28.49,28.55,28.13,28.19,28.40,0.00,186,0,1941
08/27/2012,J (Apr 13),28.30,28.36,28.05,28.30,28.35,-0.05,377,0,2136
08/28/2012,J (Apr 13),28.39,28.40,28.15,28.40,28.35,0.00,472,0,2287
08/29/2012,J (Apr 13),28.38,28.55,28.00,28.55,28.50,0.15,766,0,2589
08/30/2012,J (Apr 13),28.64,28.74,28.35,28.70,28.65,0.15,437,0,2837
08/31/2012,J (Apr 13),28.10,28.55,27.95,28.13,28.25,-0.40,641,0,3166
09/04/2012,J (Apr 13),28.21,28.54,28.15,28.25,28.35,0.10,498,0,3376
09/05/2012,J (Apr 13),28.45,28.45,27.85,27.88,27.85,-0.50,861,0,3877
09/06/2012,J (Apr 13),27.69,27.70,26.93,27.06,27.10,-0.75,2794,0,3771
09/07/2012,J (Apr 13),26.70,26.80,26.34,26.50,26.50,-0.60,855,0,3947
09/10/2012,J (Apr 13),26.50,27.00,26.40,27.00,26.95,0.45,608,0,4230
09/11/2012,J (Apr 13),26.65,26.73,26.20,26.70,26.70,-0.25,486,0,4367
09/12/2012,J (Apr 13),26.45,26.45,25.85,26.10,26.05,-0.65,501,0,4327
09/13/2012,J (Apr 13),26.01,26.25,24.90,25.40,25.35,-0.70,1434,0,4699
09/14/2012,J (Apr 13),24.85,25.45,24.48,25.26,25.35,0.00,1384,0,4563
09/17/2012,J (Apr 13),25.30,25.35,24.85,25.15,25.10,-0.25,2390,0,5294
09/18/2012,J (Apr 13),24.95,25.23,24.60,24.74,24.75,-0.35,594,0,4625
09/19/2012,J (Apr 13),24.56,24.80,24.25,24.51,24.55,-0.20,2470,0,5115
09/20/2012,J (Apr 13),24.52,24.80,24.35,24.56,24.60,0.05,2421,0,5547
09/21/2012,J (Apr 13),24.44,24.80,24.28,24.71,24.75,0.15,2146,0,6300
09/24/2012,J (Apr 13),24.58,24.65,24.20,24.57,24.60,-0.15,2707,6,7322
09/25/2012,J (Apr 13),24.45,24.90,24.05,24.82,24.85,0.25,3569,0,8577
09/26/2012,J (Apr 13),24.78,25.22,24.75,24.92,24.95,0.10,3034,37,9717
09/27/2012,J (Apr 13),24.70,24.80,24.10,24.36,24.40,-0.55,3936,0,11170
09/28/2012,J (Apr 13),24.50,24.65,24.30,24.48,24.50,0.10,2555,37,11899
10/01/2012,J (Apr 13),24.35,24.60,23.95,24.47,24.50,0.00,3621,0,13378
10/02/2012,J (Apr 13),24.25,24.50,24.08,24.31,24.35,-0.15,3004,0,14720
10/03/2012,J (Apr 13),24.40,24.40,23.94,24.14,24.15,-0.20,3548,0,16261
10/04/2012,J (Apr 13),23.95,24.00,23.60,23.60,23.65,-0.50,3109,27,17317
10/05/2012,J (Apr 13),23.55,23.65,23.15,23.51,23.55,-0.10,2932,0,18388
10/08/2012,J (Apr 13),23.60,23.70,23.45,23.51,23.55,0.00,1807,0,19147
10/09/2012,J (Apr 13),23.42,23.77,23.25,23.67,23.70,0.15,2691,34,20025
10/10/2012,J (Apr 13),23.63,23.85,23.50,23.78,23.80,0.10,3953,0,21638
10/11/2012,J (Apr 13),23.60,23.61,23.05,23.29,23.30,-0.50,2810,0,22374
10/12/2012,J (Apr 13),23.05,23.25,22.84,22.87,22.90,-0.40,4050,0,22392
10/15/2012,J (Apr 13),22.66,22.95,22.45,22.82,22.85,-0.05,4877,14,24178
10/16/2012,J (Apr 13),22.65,22.70,22.40,22.53,22.55,-0.30,3738,92,25654
10/17/2012,J (Apr 13),22.45,22.65,22.14,22.22,22.25,-0.30,3803,337,25791
10/18/2012,J (Apr 13),22.30,22.47,22.05,22.36,22.40,0.15,3025,0,25770
10/19/2012,J (Apr 13),22.45,22.95,22.20,22.82,22.85,0.45,3946,0,25751
10/22/2012,J (Apr 13),22.70,22.90,22.40,22.60,22.60,-0.25,3880,0,26006
10/23/2012,J (Apr 13),22.92,23.50,22.80,22.90,22.95,0.35,5830,0,26073
10/24/2012,J (Apr 13),22.73,22.87,22.55,22.69,22.70,-0.25,5652,95,26557
10/25/2012,J (Apr 13),22.45,22.78,22.33,22.52,22.55,-0.15,3209,47,26741
